Sl,"Consignor GST",Name,Address,"Consignee GST",Name,Address,"Date of Booking","Date of Delivery","No. of items",Commodity,"Goods Value(Rs.)"
8978,37AKBPP3194M1ZN,"SRI PLYWOOD HOUSE",VJA,37DGEPK8324L2ZY,"SRI LAKSHMI PLAYWOODS",SAMARLAKOTA,2018-03-16,0000-00-00,5,"sunglass bundle",17098
8979,37BBMPD3160J1ZM,"HINGLAJ ENTERPRISES",VIJAYAWADA,410566433313,"balu digital studio",ptpm,2018-03-16,0000-00-00,3,"PHOTO FRAMS",3435
8980,37AHNPP1428M2ZS,"SRI MARKETING",VZA,37BEXPR5601A1ZC,"DURGA GLASS",PTPM,2018-03-16,0000-00-00,10,plywoodsheets,6672
8981,37abypd3224e1zp,"sri srinivasa apparels",vza,,"sri sai lucky jeans corner",ptpm,2018-03-16,0000-00-00,1,CLOTH,9828
8982,37ANKPB1729Q1ZL,"GOWTHAMI METALS",VIJAYAWADA,37AGIPG6321Q1ZZ,"SRI CHOWDESWARI DEVI METAL & GENERAL STORES",MANDAPETA,2018-03-16,0000-00-00,1,STEEL,5544
8983,37AFXPA6774M1ZJ,"YASH ENTRPRISES",VJA,37AAIFS5701N1ZS,"SIDDARTHA PLYWOODS",RJY,2018-03-16,0000-00-00,1,"SS PIPES",9383
8984,37AAEFK2563Q1ZS,"K.S.R STEELS",VIJAYAWADA,37ADIFS4790A1ZY,"sri MANJUNADHA ENTERPRISES","G.MAMIDADA MANDAPETA",2018-03-16,0000-00-00,1,"PVC SHEET",11550
8985,37AAVFS6511M1ZF,"S.D.S PHARMACEUTICALS",VIJAYAWADA,37AICPY2874Q1Z8,"SRI VIJAYA VASAVI MEDICAL DIS",MANDAPETA,2018-03-16,0000-00-00,4,MEDICAL,16719
8986,37ABAPV6653M1ZZ,"SRI JAI KRISHNA T/R",VJA,860840219910,"v.murali krishna",uppada,2018-03-16,0000-00-00,2,FABRIC,3775
8987,37bgdps4185g1z2,vasavitraders,vja,37bpxps2706g1zc,"syam prasad agencies",mandapeta,2018-03-16,0000-00-00,19,"DISK,jockky",49560
8988,37AAVFS6511M1ZF,"S.D.S PHARMACEUTICALS",VIJAYAWADA,37AECPD1808B1Z9,"SRI SRI BALA BALAJI M/D",PTPM,2018-03-16,0000-00-00,7,MEDICAL,28700
8989,37ACQFS6737C1ZP,S-PHARMACEUTICALS,VJA,37aaifs4440a1zh,"sri ramakrishna m/a",kkd,2018-03-16,0000-00-00,1,SURGICAL,14187
8990,37AFMPG1052P1Z5,"MAHAVEER DOORS",VIJAYAWADA,37AAZPC9555D1Z7,"SRI LAKSHMI GANAPATHI IRON H/W",RAMCHANDRAPURAM,2018-03-16,0000-00-00,8,doors,5001
8991,37AABPE7974L1Z9,"JCS APPLIANCIES","GOLLAPUDI, VIJAYAWADA",37BLEPB0167K1Z8,"SRI DEVI STEEL &H/N",TALLAREVU,2018-03-16,0000-00-00,4,FANS,12250
8992,37BKGPC9307K1ZZ,"DEEPA AUTO FILTERS",VJW,37DLEPS6354F1ZR,"SRI AYYAPPA A/M&DISPOSALS",MDPT,2018-03-16,0000-00-00,1,S/PARTS,7788
8993,37ACQFS6737C1ZP,S-PHARMACEUTICALS,VJA,37aehpg7831e1zk,"dwarakamai medical a/g",rjy,2018-03-16,0000-00-00,1,SURGICAL,14187
8994,37AAGHB5764G1Z7,"VIJAY PLYWOOD",VIJAYAWADA,37AIXPS6551P1ZX,"KUMAR ENTERPRISES",MANDAPETA,2018-03-16,0000-00-00,30,PLYWOOD,12791
8995,37AADCM5158K1Z4,"MID INDIA E/P PVT LTD",VJA,37AARCS8925L1ZD,"SRI MANASA E/P PVT LTD",KKD,2018-03-16,0000-00-00,3,CLOTH,77227
8996,37AGUPK0915C1ZG,"PARADISE LEATHER WEAR",VIJAYAWADA,adharno=575953354382,prasannashoemart,drmm,2018-03-16,0000-00-00,1,"f\w",4158
8997,37AKBPM7235Q1ZK,"KUNAL SALES",Vja,37ABXFS5539A1ZQ,"SRI SIVARAM DIGITAL PRESS",RJY,2018-03-16,0000-00-00,30,"PAPER boxes",37170
8998,37AGXPG4670M1ZK,"VINAY FOOT WEAR",VJa,948840526975,"vinay foot wear",kkd,2018-03-16,0000-00-00,2,F/W,9072
8999,37acrfs4232m1zh,"smart e-world",vja,488679346110,j.narayana,kkd,2018-03-16,0000-00-00,3,"HOME NEEDS",49990
9000,37AACFR6729B1ZA,"RAGHAVENDRA METALS",VIJAYAWADA,37ABVPI2502H1ZM,"SRI VENKATESWARA TRADERS",MANDAPETA,2018-03-16,0000-00-00,1,STEEL,5628
9001,37AARFB7993C1ZX,"BHARAT FOOT WEAR",VZA,37BLMPK3639M1ZG,"POPULER SHOE CO",MANDAPETA,2018-03-16,0000-00-00,2,"f\w",28112
9002,37ACFPA5217N1ZL,"MEENA SALES AGENCIES",VIJAYAWADA,37ANDPT9363R1ZU,"SRI VENKATA RAMANA CYCLES","KOMMARIPALEM, MDPT",2018-03-16,0000-00-00,2,"CYCLE SPARE PARTS",18200
9003,37ALOPM6607L1ZH,"JASWEEN AUTOMOBILES",VIJAYAWADA,37CSGPS9816L1ZU,"DHAN LAKSHMI AUTO MOTORS",RJY,2018-03-16,0000-00-00,4,A/M,39530
9004,37acpf0511b1zg,"srilakshmi srinivasaa/s",vjw,585284519092,"gowari sankar a/m",g.mamidada,2018-03-16,0000-00-00,2,"a\m",8890
9005,37AHDPM5728KL2ZY,"SRI SURESH PARER & CO",VJA,37AKVPV1750H1ZI,"BALAJI OFFSET PRINTERS",KKD,2018-03-16,0000-00-00,15,PAPER,34980
9006,37BPSPK8645B1ZH,"BINDU T/R",PONNURU,37apdpp4040zz,"BALAJI AYYAPPA E/P",pdpm,2018-03-16,0000-00-00,20,DALLS,48333
9007,37DPOPS3276G1Z8,"LAKSHMI BLADE WORKS",VJA,37AYFPD6785J1ZY,"KARUNAMAYA DYES &CHAMICALS",KKD,2018-03-16,0000-00-00,3,blades,6844
9008,37aajpy6152g1z8,srisomanathafootwear,vja,617460549947,ajantashoemart,rcpm,2018-03-16,0000-00-00,2,"f\w",31091
9009,37BAGPK7811N1Z9,"SRI SADGURU AGENCIES",VJA,37ctzpd1362g1ze,"sri rama industries",smlk,2018-03-16,0000-00-00,5,"FOOD ITEM",13865
9010,37AFBPG3185J1ZE,R.K.ELECTRONICS,VJA,37avdpb7726l1zd,"indian instrument",rjy,2018-03-16,0000-00-00,2,"HOUSE ITEM",11900
9011,37AARPM4109M1Z6,"NAGAJYOTHI E/P",VIJAYAWADA,37AHIPN1183G1Z9,"SIRI AGENCIES",RJY,2018-03-16,0000-00-00,2,"HOME NEEDS",20993
9012,37CVYPP4442C1Z4,"SREE MANIKANTA &CO",VJA,37AGRPC8006H1ZB,"LAKSHMI GANESH STATIONARY",KKD,2018-03-16,0000-00-00,13,FILES,12051
9013,37CVYPP4442C1Z4,"SREE MANIKANTA &CO",VJA,37ACNPB7696N1ZP,"GANESH BOOK CENTRE",KKD,2018-03-16,0000-00-00,2,files,2083
9014,37AHNPP14256H1ZW,"SRINIVASA AUTOMOTIVE",VJA,37AEEPG8982K1ZW,"KAMESWARI TRACTOR SPARES",RAMACHANDRAPURAM,2018-03-16,0000-00-00,1,a/m,8639
9015,37AEXPA6752J1ZX,"OSWAL PAPERS",VIJAYAWADA,37AELPT2863E1ZV,"kiran printing&graphics",pdpm,2018-03-16,0000-00-00,9,STATIONRY,18534
9016,37AXZPD3299C1ZO,"S L K CYCLE COMPANY",VIJAYAWADA,37AWWPN9505B1Z4,"VIJAYALAKSHMI CYCLE SHOP",DRMM,2018-03-16,0000-00-00,1,tube,3780
9017,37AFOPC6318L1Z4,"CMR INTERNATIONAAL",VJA,37AJPPM0145G1Z6,"VIRAJITHA TRADING COMPANY",SMKT,2018-03-16,0000-00-00,3,"GUM PAPER",8889
9018,37AJFPG4785J1ZT,"LAXMI PLYWOOD",VIJAYAWADA,37BNRPR1018Q1Z7,"AMBICA PLYWOOD & HARDWARE",RAMCHANDRAPURAM,2018-03-16,0000-00-00,8,gum,25306
9019,37CHHPB1592G1ZF,"PRINCE SCALES",VJA,356049616857,"T,SRINIVAS",KKD,2018-03-16,0000-00-00,1,"HOUSE ITEM",2000
9020,37agqpd2169p1zq,"j j enterprises",vjw,37AAIFS4398D1ZU,"SRI ANNAPURNA IRON& MILLS","KOMMARIPALEM,mdpt",2018-03-16,0000-00-00,2,hw,6088
9021,37ABEFA8862F1Z9,"ALPHA POLY PRODUCTS",VIJAYAWADA,37ANRPG5465F1ZN,"SRI VENKATESWARA IRON H/W&GENERAL",KKD,2018-03-16,0000-00-00,3,PVCPIPES,23560
9022,37AKBPP3194M1ZN,"SRI PLYWOOD HOUSE",VJA,37ANAPP8222A1ZC,"SAI SREEJA GLASS&P/W",KKD,2018-03-16,0000-00-00,1,"S/G SHEET",5664
9023,37aabft2616e1zh,"team traders",vja,37BGNPM4322D1ZH,"A.R ENTERPRISES",MANDAPETA,2018-03-16,0000-00-00,5,ccf,22075
9024,37AKFPG7268R1ZB,"CHANDANA ELECTRONICS",VJA,37AMDPJO775A1ZF,"JAIN SRI ELECTRIONS",KKD,2018-03-16,0000-00-00,1,WIRE,29000
9025,37aezpj9174q1z0,"amnibhadra a/g",vja,37bpdpr8090c1zo,"AMBICA PLYWOOD & H/W",smkt,2018-03-16,0000-00-00,1,SUNGLASS,2253
9026,37aflpc1004q1zg,"raja rajeswari a/m",vjw,37ALDPV9100E1Z4,"SRI KODANDA RAMA AUTOMOBILES",DRAKSHARAMAM,2018-03-16,0000-00-00,1,am,8097
9027,37ABZFS1519E1ZS,"SRI SAI RAGHAVENDRA AUTO DIS",Vja,37AVYPR3997G1ZE,"REPAAKA A/M",PTPM,2018-03-16,0000-00-00,2,A/M,20748
9028,33aanpm0002d1zh,"meera metal mart",tamilnadu,37CQHPM5540A1Z1,"MARRI VEERABADRA RAO METAL&G STORE",GOLLAPROLU,2018-03-16,0000-00-00,2,STEEL,28226
9029,37AAHCA4990R1ZS,"AXIS CROP SCIENCE PVT.LTD",VIJAYAWADA,37ADJFS7452E1ZS,"SAI GANESH FERTILISERS","V.R.PALEM, RCPM",2018-03-16,0000-00-00,2,PESTICIDES,11281
9030,37AAACA0299C1Z0,"ANU PRODUCTS LTD",VJA,37ALWPB6141N1ZJ,"RAJASEKHAR E/P",PDPM,2018-03-16,0000-00-00,3,PESTICIDS,17758
9031,37ABOFS8689Q2ZK,"S R  BOOK LINKS",VIJAYAWADA,37aqa990790n1ze,"vkml books(w)",rjy,2018-03-16,0000-00-00,16,books,257400
9032,37AEFPB0233B1ZF,"MANOJ ENTERPRISES",VIJAYAWADA,37AVQPR6407F1Z5,"KALYANI MARKETING",MANDAPETA,2018-03-16,0000-00-00,9,"pvc pipes",56984
9033,37ABDFA5854C1ZM,"AIRCOMM REFRIGERATION CO",VJA,,"vijayasri blood bank",rjy,2018-03-16,0000-00-00,1,COMPRESSOR,10801
9034,33aanpm0002d1zh,"meera metal mart",tamilnadu,37aoypn4718a1zn,"sri sai lalitha metals fancy &g/s",pdpm,2018-03-16,0000-00-00,1,STEEL,11357
9035,37adwpt5921a1z7,"vasavi agencies",vjw,37AICPY2874Q1Z8,"SRI VIJAYA VASAVI MEDICAL DIS",MANDAPETA,2018-03-16,0000-00-00,2,MEDICAL,4720
9036,37AGNPC1062B1ZX,"SRI VIJAYA KRISHNA CYCLES",VJa,37ABNPI4411P1Z9,"OM  TRADERS",RJY,2018-03-16,0000-00-00,1,"CYCLE PARTS",7245
9037,33BASPM1728A1ZY,"VAIGAI METAL",MADURAI,37AAHFM8694B1ZY,"MOHAN INDUSTREIS",SAMARLAKOTA,2018-03-16,0000-00-00,1,STEEL,6577
9038,37AAEFV9154A1Z5,"VIRGO INDUSTRIES",vza,37AAFFL2006A1Z1,"LALITHA VIJAYESWARI FURNITURES",kkd,2018-03-16,0000-00-00,1,"s/g roll",29540
9039,37AAZPY69911K2Z3,"SRI SANKAR A/G",VJA,37AKCPK3770H1Z4,"SRI SAI DWARAKAMAI",KKD,2018-03-16,0000-00-00,1,TUBS,3363
9040,37AAIFV5162E1Z1,"VISWA TRADE LINES",VJA,37AMWPT4844P1ZP,"SRI SAI KRISHNA A/M","BIKKAVOLU,rcpm",2018-03-16,0000-00-00,3,A/M,17272
9041,37ABZPJ3472B1ZE,"P.L COMPUTERS",VIJAYAWADA,37ajspc8476d1zt,"3rd eye",rjy,2018-03-16,0000-00-00,3,ELECTRICAL,143375
9042,37AARFG1481C1ZD,"GRANDHI DISTRIBUTORS",VJA,37AHKPG9574G1ZV,"GRANDHI COLLECTIONS",RJY,2018-03-16,0000-00-00,8,REDAMED,164346
9043,37aakfn0137b1zo,"natures power",vjA,37AXJPM2604E1ZO,"SRI GAYATHRI E/P",PDPM,2018-03-16,0000-00-00,1,ELECTRICAL,3722
9044,37AAIFV5162E1Z1,"VISWA TRADE LINES",VJA,37CSGPS9816L1ZU,"DHAN LAKSHMI AUTO MOTORS",RJY,2018-03-16,0000-00-00,2,A/M,12599
9045,37AAFFM3310G1ZN,"MAHAVEER E/P",VJA,37BUMPK3448R1ZP,"JAYALAKSHMI ELE&G/S",SMKT,2018-03-16,0000-00-00,4,ELECTRICAL,19735
9046,37abrpg3586f1za,g.r.traders,vja,,a.chaitanyakumar,rjy,2018-03-16,0000-00-00,3,FANCY,9504
9047,37AJIPC2211N1ZD,"CITY AUTO ELECTRICAL",VJA,37AGNPB5384R1ZK,"SANJAY TRADERS",DRMM,2018-03-16,0000-00-00,2,ELE,5072
9048,37ADAFS3312G1ZE,"SRI HNUMAN PLYWOODS",VIJAYAWADA,37CFNPM3468J1ZS,"MAHALAXMI GLASS WARE",RAMCHANDRAPURAM,2018-03-16,0000-00-00,25,PLYWOOD,12146
9049,37AFMPG1052P1Z5,"MAHAVEER DOORS",VIJAYAWADA,37AJPPR6456D1ZP,"SRI GANESH ENTERPRISES",ANAPARTHY,2018-03-16,0000-00-00,9,doors,5759
9050,37ADAFS3312G1ZE,"SRI HNUMAN PLYWOODS",VIJAYAWADA,37ANWPN5069P1ZQ,"SRI SAI KRISHNA DURGA STORES",GLPL,2018-03-16,0000-00-00,22,PLYWOOD,8267
9051,37AAZPC9888K1ZG,"SLS TRADERS",VZA,,"ch satyanarayana",mpt,2018-03-16,0000-00-00,1,seeds,2125
9052,37ACDPL1050G1Z0,"NANDINI AUTOMOTIVES",VIJAYAWADA,37ACFPJ4651B1ZX,"RAJENDRA MOTORS",KKD,2018-03-16,0000-00-00,2,A/M,33376
9053,37abgpa0302g1zh,"kineticauto agencies",VZA,37AABFC4387P1ZV,"SRI CHAITANYA A/M",KKD,2018-03-16,0000-00-00,1,A/M,10106
9054,37ACTPM9900G1Z4,"BHAVANI E/P",VIJAYAWADA,37aahfs9803n1zi,"suryachandra bindingworks",mpt,2018-03-16,0000-00-00,1,"binding nife",6655
9055,37AXPD3299C1Z0,"S  L  K  CYCLE COMPANY",VJA,37COHPK3270H1ZU,"VEERA VENKATA SATYANARAYANA C/S",KKD,2018-03-16,0000-00-00,5,CYCLES,18900
9056,37ABGPAD302G1ZH,"KINETIC  AUTO AGENCIES",VIJAYAWADA,37AADPY4702C1ZU,"SRI  PRASANNA DURGA MOTORS",RJY,2018-03-16,0000-00-00,1,A/M,8821
9057,37AGUPK0814A2ZL,"SAINATH AGENCIES",VIJAYAWADA,37APPPC2832L1ZN,"SURYA ENTERPRISES",MANDAPETA,2018-03-16,0000-00-00,2,fans,14028
9058,37ACEPM0752B1Z1,"RAJSHREE POLY PACK",VJA,37AUQPD8594C1Z7,"SATYASAI POLYTHENE&G/S",PDPM,2018-03-16,0000-00-00,2,COVERS,7302
9059,37AALFB9501A1ZR,"BALAJI REFRIGERATION",vja,37AMTPC3377R1Z3,"SRI DURGA REPRIGIRATION",MANDAPETA,2018-03-16,0000-00-00,5,gum&h/w,42080
9060,37AXRPS4704M1ZO,"VARDHAMAN LAMINATE HOUSE",VIJAYAWADA,,"NALAM SREEDHAR",SAMARLAKOTA,2018-03-16,0000-00-00,2,"S/G ROLL",4720
9061,37AHAPN8033B1Z0,"SMART KIDS",VJA,,"DECCAN EM SCHOOL",KKD,2018-03-16,0000-00-00,2,"PRINTED BOOKS",15800
9062,37abgpa0302g1zh,"kineticauto agencies",VZA,37ASUPK7084L1ZQ,"SRI SRI DURGA BALAJI AUTO SPARES",MDPT,2018-03-16,0000-00-00,2,a/m,29288
9063,37BNKPB8450K1ZO,"SRI ADITYA ENTERPRISES",VIJAYAWADA,37AAIPI0350F1Z3,"SANTHI TRADERS",MANDAPETA,2018-03-16,0000-00-00,3,DISPOSBLE,5310
9064,37AALFB9501A1ZR,"BALAJI REFRIGERATION",vja,37AFUPJ3333E1ZD,"RAJ REFRIGERATION",RJY,2018-03-16,0000-00-00,1,ELECTRICAL,6250
9065,37CCHPS1073C1Z0,"SANAM BELTING E/P",VJA,428279453647,"P .SATYANARAYANA",PDPM,2018-03-16,0000-00-00,1,GAMU,1050
9066,37AAIFV8011G1Z3,"VIJAYA SAI AGENCIES",VIJAYAWADA,37AGEPB5315M1ZG,"VENKATA RAMANA IRON & CEMENT TRADERS",RAMACHANDRAPURAM,2018-03-16,0000-00-00,3,"SANITARY WARE",30947
9067,37AADCM5158K1Z4,"MID INDIA E/P PVT LTD",VJA,37AARCS8925L1ZD,"SRI MANASA E/P PVT LTD",KKD,2018-03-16,0000-00-00,2,CLOTH,107446
9068,37AABCH4363F1ZP,"ICHIBAN CROP SCIENCE LTD",VJA,37AJJPK8537G1ZU,"SEETHA RAMA A/G",KKD,2018-03-16,0000-00-00,5,PESTICIDS,68605
9069,37AASCS8572Q1ZZ,"SHYAM HOME APPLINCES",VJA,,"SRI SRI DHANA LAKSHMI ELECTRONICS",ANAPARTHI,2018-03-16,0000-00-00,1,FAN,1610
9070,37AFXPD1468H1Z2,"SAI DURGA ENTERPRISES",VJA,37BUPPS9449R1Z1,"OK PRINTERS",KKD,2018-03-16,0000-00-00,7,PAPER,17752
9071,37AKEPP0147K2Z0,"PRUDHVI POLYMERS",VJA,"PAN NOAOLPB6687D","KATHARI RAJABABU",PTPM,2018-03-16,0000-00-00,1,FITTINGS,3295
9072,37AASCS8557Q1ZZ,"SHYAM HOME APPLINCES",VJA,37DGEPK7224R1ZQ,"SRI DURGADITYA HOME NEEDS & GENERALS","G MAMIDADA",2018-03-16,0000-00-00,4,FAN,5889
9073,37AAIFS3266N1ZK,"SRI LAKSHMI JUTE COMPANY",vja,37APSPB4185N1Z7,"SATYA MANIKANTA A/G",RJY,2018-03-16,0000-00-00,7,TAARPHALINS,67156
9074,37ABAFS0280R1ZQ,"SAKTI ENTERPRISES",VIJAYAWADA,37BJDPS4878P2Z3,"PRATYUSHA E/P",KKD,2018-03-16,0000-00-00,2,PENS,13124
9075,37ADDFS8166P1Z6,"SAI DURGA METLUX",VJW,37ANRPG3358D1ZV,"VIJAY ELECTRICALS",DRAKSHARAMAM,2018-03-16,0000-00-00,6,"ELECTRICAL GOODS",13517
9076,37AAYFS5740F1ZM,"SRI DURGA E/P",VJA,239514463057,"satya desigeners","repuru (kkd)",2018-03-16,0000-00-00,12,PAPER,48960
9077,37AADCK4657K1Z4,"KLF NIRMAL IND",VJA,37AGNPA0337R1Z2,"NARAYANA FOODS",KKD,2018-03-16,0000-00-00,4,OIL,20153
9078,37ADNPV8660M1ZF,"KUMAR BOOK CENTER",VZA,37ahaPK3833A1ZV,"SRINIVASA BINDING WORKS",rjy,2018-03-16,0000-00-00,1,BOOKS,5520
9079,37ARYPA8266B1ZH,"METRO ALUMINIUM",VJA,37ADNPN6103B1ZS,"DEVI INTERIOR DECORATORS",RJY,2018-03-16,0000-00-00,1,ALUMINIUM,21382
9080,37ADNPV8660M1ZF,"KUMAR BOOK CENTER",VZA,37AXTPR9061Q1Z3,"RAJESH FANCY STORES",PTPM,2018-03-16,0000-00-00,5,BOOKS,19500
9081,37AEUPN7833G1ZU,"SRI BHASKARA CORPORATION",VJA,37auvpp6897k1z7,"pabolu tradings",rjy,2018-03-16,0000-00-00,1,BOOKS,5607
9082,37AEUPN7833G1ZU,"SRI BHASKARA CORPORATION",VJA,37ALKPK6806B1Z7,"SRI VEERA VENKATA LAKSHMI BINDING WORKS",KKD,2018-03-16,0000-00-00,1,BOOKS,12648
9083,37abqfs0001f1zv,"srr e city",vjw,,"janaki ramaya medical agencies",rcpm,2018-03-16,0000-00-00,2,"A/C PARTS",34500
9084,37ADNPV8660M1ZF,"KUMAR BOOK CENTER",VZA,37apnpp1325f1zv,"gayatri pen depot",rjy,2018-03-16,0000-00-00,1,BOOKS,3900
9085,37AARFS2004B1ZI,"SAILESH STEEL HOUSE",VJA,37AAHFM8694B1ZY,"MOHAN INDUSTREIS",SAMARLAKOTA,2018-03-16,0000-00-00,1,"STEEL ITEM",15120
9086,37ABJFS3474Q1Z9,"srinivasa tractor spares",VJW,37AGNPB5384R1ZK,"SANJAY TRADERS",DRMM,2018-03-16,0000-00-00,1,"TRACTOR SPARES",1310
9087,37AGIPR2656R1ZG,"YESH TOYS",VJA,37AABHV4664E1ZZ,"FANCY EMPORIUM",KKD,2018-03-16,0000-00-00,1,TOYS,2861
9088,37ASVPG7068D1ZA,"SAI SRI TRADERS",VIJAYAWADA,882169518189,"A.NAGESWARA RAO",RCPM,2018-03-16,0000-00-00,1,ROPE,2311
9089,37AIAPM9297P1Z9,"MOYEEN E/P",VJA,37AANFJ0624N1Z2,"JAI BAJARANG BAI",PDPM,2018-03-16,0000-00-00,1,W-MISTION,2784
9090,37AGSPB8769M1ZE,"KUMAR GREASE",VJW,37bpxps2706g1zc,"syam prasad agencies",mandapeta,2018-03-16,0000-00-00,2,"PAPER PRODUCTS",1274
9091,37ASVPG7068D1ZA,"SAI SRI TRADERS",VIJAYAWADA,224614284631,"S K S  BAGS",RJY,2018-03-16,0000-00-00,1,"RP NIWAR",1818
9092,37BHHPA1057N1ZA,"LAKSHMI GANAPATHI PAPER PRODUCTS",VJA,37AHSPD2575J1ZW,"YUVRAJ RESTAURENT",RJY,2018-03-16,0000-00-00,1,"PAPER ROLLS",2950
9093,37ABEPA8358A2ZY,"SRI SAI INDUSTRIES",VJA,37AAZPC9555D1Z7,"SRI LAKSHMI GANAPATHI IRON H/W",RAMCHANDRAPURAM,2018-03-16,0000-00-00,10,"PAINT POWDER",4500
9094,37AJOPA3746J1ZZ,"JAYA SAI  A/G",VJA,37acopk1956F1ZD,"MANAKCHAND &CO",RJY,2018-03-16,0000-00-00,8,TEAPOWDER,41760
9095,37amopd2795b1zo,"surya durga foods",vjw,,"venkateswara hot chips",anaparthi,2018-03-16,0000-00-00,1,hotchips,900
9096,37ABEPA8358A2ZY,"SRI SAI INDUSTRIES",VJA,37BKSPS4916G1ZJ,"VENKATARAMANA PAINTS",RJY,2018-03-16,0000-00-00,2,PAINTS,1000
9097,37ABNPU5369A1Z9,"CITY AGENCIES",VJA,37AGYPR7261E1ZO,"VENKATA SAI KUMAR VALVES & COCKS",RJY,2018-03-16,0000-00-00,17,"PVC FITTING",381800
9098,37ADPPM0198R1ZJ,"M.RAJESH KUMAR",VJD,37AFUPV2693D1ZG,"SAI SANKALP CLOTH SHOP",DWARAPUDI,2018-03-16,0000-00-00,3,CLOTH,60690
9099,37ABEPA8358A2ZY,"SRI SAI INDUSTRIES",VJA,37ANTPM3283H1ZF,"VIJAY   TRADERS",RJY,2018-03-16,0000-00-00,19,PAINTS,15340
9100,37AJGPS8113D1Z7,"AMBICA PLYWOODS",VIJAYAWADA,37ASTPR3714P1ZR,"MAHALAXMI HARDWARE",MANDAPETA,2018-03-16,0000-00-00,20,"PLY WOODSHEESTS",25361
9101,37AERPS3165H1ZX,"SURYA AGENCIES",VIJAYAWADA,37AAFFL1414Q1Z2,"LAKSHMI PRASANNA H/W","ANAPARTHI,MANDAPETA",2018-03-16,0000-00-00,1,"PVC ITEMS",3891
9102,37AACCN2352F1ZP,"NIPPON PAINT INDIA PVT LTD",VIJAYAWADA,37ANGPP4384F1ZP,"VIJAYA DURGA TRADERS",RAJAHMUNDRY,2018-03-16,0000-00-00,29,PAINTS,102448
9103,37amopd2795b1zo,"surya durga foods",vjw,,"venkateswara hot chips",mdpt,2018-03-16,0000-00-00,1,hotchips,900
9104,37AAGCM0107K2ZL,"MICHELIN INDIA PVT LTD",VJA,37AGSPL0404F1ZJ,"LOLLA SATYANARAYANA MURTHY",KKD,2018-03-16,0000-00-00,29,TYRES,143726
9105,37ARKPM4239Q1ZZ,"PRIDE TRAGING COMPANY",VJA,37BHNPM5909F1Z0,"VASANTHA LAKSHMI INDUTRIES",SMKT,2018-03-16,0000-00-00,13,"PAPER ROLLS",11328
9106,37auqpg0512r1z7,r.k.enterprises,vjw,37aqwpt8556e1zv,"touch gents cloth& readymade",mdpt,2018-03-16,0000-00-00,1,radimades,29360
9107,37ALXPB7904L1ZH,"SRI BHAGYALAKSHMI M/DB",VJA,37AECPD1808B1Z9,"SRI SRI BALA BALAJI M/D",PTPM,2018-03-16,0000-00-00,1,MEDICAL,6955
9108,37ABIPR3916P1ZX,"GAYATRI AUTODISTRIBUTORS",VJA,37BKAPS5945M1ZH,"SRIJA MOTORS",MDPT,2018-03-16,0000-00-00,2,SA/M,46275
9109,37ABNPU5369A1Z9,"CITY AGENCIES",VJA,37AAPFV1146H1ZW,"VIZAG STEELS PLUMBING&SANITARY",KKD,2018-03-16,0000-00-00,1,"PVC FITTING",12940
9110,37ABIPR3916P1ZX,"GAYATRI AUTODISTRIBUTORS",VJA,37DSPPS9304R1ZH,"KESARI AUTOMOBILES",MDPT,2018-03-16,0000-00-00,1,A/M,19746
9111,37AACCN2383C1ZO,"NAARGO INDUSTRIES PRIVATE LIMITED","BHAVANIPURAM, VIJAYAWADA",37AYQPS0546K1ZR,"CALCUTTA PIPE FITTING STORES",KKD,2018-03-16,0000-00-00,5,FITTINGS,23958
9112,37AAEF1781B1B1ZC,"TIGER SALES CORPORATION",VZA,37AHXPG9892J1Z6,"SURYAVENI HARDWARE&MILL STORES","NALAMVARI STREET KAKINADA",2018-03-16,0000-00-00,3,pvc,20898
9113,37AABCO8334R1ZQ,"OZO AGRI NCARE PVT LTD",VIJAYAWADA,37AAGFA4011K1ZP,"ANANTHA LAKSHMI AGENCIES","G.MAMADADA, RAMACHANDRAPURAM",2018-03-16,0000-00-00,6,PESTICIDES,23600
9114,37AKFPP5689P1ZI,"SREE NAGA SAI A/AGEN",VJA,37dlvps6354f1zr,"SRI AYYAPPA A/M&DISPOSALS",mdpt,2018-03-16,0000-00-00,2,A/M,6608
9115,37AABCO8334R1ZQ,"OZO AGRI NCARE PVT LTD",VIJAYAWADA,37AWTPG6125F1ZC,"SRI LAKSHMI A/G",UPPADA,2018-03-16,0000-00-00,1,PESTICIDS,4720
9116,37AADPM6199H1Z9,"ASHISH AIRCON",VJA,37ARCPM5884BZ70,"SRI GANESH SPARES AND SERVICE",KKD,2018-03-16,0000-00-00,3,COMPRESSOR,4626
9117,37ABIPR3907Q1ZW,"VICTORY MOTORS",VIJAYAWADA,34AWDPB5610J1ZY,"SRI GAYATRI AUTO SPARES",KKD-YANAM,2018-03-16,0000-00-00,1,A/M,19749
9118,37aqypr7753d1z0,"SRI LAKSHMI SAI OIL TRADERS",vjw,37bjopk2387l1za,"lakshmi krishna agences",rcpm,2018-03-16,0000-00-00,5,oil,10500
9119,37ATNPK7947E1Z6,"SRI SRINIVASA BEEDINGS",VIJAYAWADA,37AAGHB0061C1ZZ,"SATYANAYANA HARDWARE","RAYAVARAM, MANDAPETA",2018-03-16,0000-00-00,2,WOOD,6136
